id,cid,label,ChineseSimplified,ChineseTraditional,English,Japanese,Korean,French,German,Spanish,Portuguese,Russian,Turkish,Thai,Indonesian,Vietnamese,Italian,Polish,Dutch,Swedish,Norwegian,Danish,Finnish,Ukrainian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100666,标准圣召,,标准圣召,標準聖召,Standard Divine Call,標準聖召,표준 성소,Appel divin standard,Standard Göttlicher Ruf,Llamada divina estándar,Chamado divino padrão,Стандартный божественный зов,Standart ilahi çağrı,การเรียกศักดิ์สิทธิ์มาตรฐาน,Panggilan ilahi standar,Triệu hồi thần tiêu chuẩn,Chiamata divina standard,Standardowe boskie wezwanie,Standaard goddelijke oproep,Standard gudomligt kall,Standard guddommelig kall,Standard guddommelig kald,Vakio jumalallinen kutsu,Стандартний божественний поклик,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100667,标准圣召的描述,,召唤普通神力的圣召铭文,召喚普通神力的聖召銘文,Divine call inscription that summons normal divine power,普通の神力を呼び起こす聖召銘文,보통 신력을 소환하는 성소 명문,Inscription d'appel divin invoquant un pouvoir divin normal,Göttliche Rufinschrift die normale göttliche Kraft beschwört,Inscripción de llamada divina que invoca poder divino normal,Inscrição de chamado divino que invoca poder divino normal,Надпись божественного зова призывающая обычную божественную силу,Normal ilahi güç çağıran ilahi çağrı yazıtı,จารึกการเรียกศักดิ์สิทธิ์ที่เรียกพลังศักดิ์สิทธิ์ปกติ,Prasasti panggilan ilahi yang memanggil kekuatan ilahi normal,Minh văn triệu hồi thần triệu tập thần lực bình thường,Iscrizione di chiamata divina che evoca potere divino normale,Inskrypcja boskiego wezwania przywołująca zwykłą boską moc,Goddelijke oproep inscriptie die normale goddelijke kracht oproept,Gudomlig kallelse inskription som framkallar normal gudomlig kraft,Guddommelig kall inskripsjon som påkaller normal guddommelig kraft,Guddommelig kald inskription der påkalder normal guddommelig kraft,Jumalallisen kutsun kirjoitus joka kutsuu tavallisen jumalallisen voiman,Напис божественного поклику що викликає звичайну божественну силу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100668,高级圣召,,高级圣召,高級聖召,Advanced Divine Call,高級聖召,고급 성소,Appel divin avancé,Fortgeschrittener Göttlicher Ruf,Llamada divina avanzada,Chamado divino avançado,Продвинутый божественный зов,Gelişmiş ilahi çağrı,การเรียกศักดิ์สิทธิ์ขั้นสูง,Panggilan ilahi tingkat lanjut,Triệu hồi thần nâng cao,Chiamata divina avanzata,Zaawansowane boskie wezwanie,Geavanceerde goddelijke oproep,Avancerat gudomligt kall,Avansert guddommelig kall,Avanceret guddommelig kald,Edistynyt jumalallinen kutsu,Просунутий божественний поклик,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100669,高级圣召的描述,,召唤强大神力的圣召铭文,召喚強大神力的聖召銘文,Divine call inscription that summons powerful divine power,強大な神力を呼び起こす聖召銘文,강력한 신력을 소환하는 성소 명문,Inscription d'appel divin invoquant un puissant pouvoir divin,Göttliche Rufinschrift die mächtige göttliche Kraft beschwört,Inscripción de llamada divina que invoca poderoso poder divino,Inscrição de chamado divino que invoca poderoso poder divino,Надпись божественного зова призывающая мощную божественную силу,Güçlü ilahi güç çağıran ilahi çağrı yazıtı,จารึกการเรียกศักดิ์สิทธิ์ที่เรียกพลังศักดิ์สิทธิ์ทรงพลัง,Prasasti panggilan ilahi yang memanggil kekuatan ilahi kuat,Minh văn triệu hồi thần triệu tập thần lực mạnh mẽ,Iscrizione di chiamata divina che evoca potente potere divino,Inskrypcja boskiego wezwania przywołująca potężną boską moc,Goddelijke oproep inscriptie die krachtige goddelijke kracht oproept,Gudomlig kallelse inskription som framkallar kraftfull gudomlig kraft,Guddommelig kall inskripsjon som påkaller kraftig guddommelig kraft,Guddommelig kald inskription der påkalder kraftfuld guddommelig kraft,Jumalallisen kutsun kirjoitus joka kutsuu voimakkaan jumalallisen voiman,Напис божественного поклику що викликає потужну божественну силу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100670,神召的描述,,召唤至高神力的圣召铭文,召喚至高神力的聖召銘文,Divine call inscription that summons supreme divine power,至高の神力を呼び起こす聖召銘文,지고의 신력을 소환하는 성소 명문,Inscription d'appel divin invoquant un pouvoir divin suprême,Göttliche Rufinschrift die höchste göttliche Kraft beschwört,Inscripción de llamada divina que invoca poder divino supremo,Inscrição de chamado divino que invoca poder divino supremo,Надпись божественного зова призывающая высшую божественную силу,Yüce ilahi güç çağıran ilahi çağrı yazıtı,จารึกการเรียกศักดิ์สิทธิ์ที่เรียกพลังศักดิ์สิทธิ์สูงสุด,Prasasti panggilan ilahi yang memanggil kekuatan ilahi tertinggi,Minh văn triệu hồi thần triệu tập thần lực tối cao,Iscrizione di chiamata divina che evoca supremo potere divino,Inskrypcja boskiego wezwania przywołująca najwyższą boską moc,Goddelijke oproep inscriptie die opperste goddelijke kracht oproept,Gudomlig kallelse inskription som framkallar högsta gudomlig kraft,Guddommelig kall inskripsjon som påkaller øverste guddommelig kraft,Guddommelig kald inskription der påkalder øverste guddommelig kraft,Jumalallisen kutsun kirjoitus joka kutsuu korkeimman jumalallisen voiman,Напис божественного поклику що викликає найвищу божественну силу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100671,狩猎,,狩猎,狩獵,Hunting,狩猟,사냥,Chasse,Jagd,Caza,Caça,Охота,Avlanma,การล่าสัตว์,Berburu,Săn bắt,Caccia,Polowanie,Jacht,Jakt,Jakt,Jagt,Metsästys,Полювання,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100672,猎人,,猎人,獵人,Hunter,猟師,사냥꾼,Chasseur,Jäger,Cazador,Caçador,Охотник,Avcı,นักล่า,Pemburu,Thợ săn,Cacciatore,Łowca,Jager,Jägare,Jeger,Jæger,Metsästäjä,Мисливець,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100681,望远镜商城,,望远镜,望遠鏡,Telescope,望遠鏡,망원경,Télescope,Fernrohr,Telescopio,Telescópio,Телескоп,Teleskop,กล้องโทรทรรศน์,Teleskop,Kính viễn vọng,Telescopio,Teleskop,Telescoop,Teleskop,Teleskop,Teleskop,Kaukoputki,Телескоп,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100682,可以追踪远距离目标,,可以追踪远距离目标,可以追蹤遠距離目標,Can track distant targets,遠くのターゲットを追跡できる,먼 목표물을 추적할 수 있음,Peut suivre des cibles distantes,Kann entfernte Ziele verfolgen,Puede rastrear objetivos distantes,Pode rastrear alvos distantes,Может отслеживать далёкие цели,Uzak hedefleri takip edebilir,สามารถติดตามเป้าหมายระยะไกลได้,Dapat melacak target jarak jauh,Có thể theo dõi mục tiêu ở xa,Può tracciare bersagli distanti,Może śledzić odległe cele,Kan verre doelen volgen,Kan spåra avlägsna mål,Kan spore fjerne mål,Kan spore fjerne mål,Voi jäljittää kaukaisia kohteita,Може відстежувати далекі цілі,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100683,望远镜,,望远镜,望遠鏡,Telescope,望遠鏡,망원경,Télescope,Fernrohr,Telescopio,Telescópio,Телескоп,Teleskop,กล้องโทรทรรศน์,Teleskop,Kính viễn vọng,Telescopio,Teleskop,Telescoop,Teleskop,Teleskop,Teleskop,Kaukoputki,Телескоп,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100684,可以看到更远距离的工具,,可以看到更远距离的工具,可以看到更遠距離的工具,A tool that allows seeing farther distances,より遠くを見ることができるツール,더 먼 거리를 볼 수 있는 도구,Un outil qui permet de voir plus loin,Ein Werkzeug das weiter sehen lässt,Una herramienta que permite ver más lejos,Uma ferramenta que permite ver mais longe,Инструмент позволяющий видеть дальше,Daha uzağı görebilen bir araç,เครื่องมือที่ช่วยให้มองเห็นได้ไกลขึ้น,Alat yang memungkinkan melihat lebih jauh,Công cụ giúp nhìn xa hơn,Uno strumento che permette di vedere più lontano,Narzędzie pozwalające widzieć dalej,Een gereedschap waarmee je verder kunt kijken,Ett verktyg som låter dig se längre,Et verktøy som lar deg se lenger,Et værktøj der lader dig se længere,Työkalu joka mahdollistaa kauemmas näkemisen,Інструмент що дозволяє бачити далі,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100685,昏迷中,CannotWalkWhileUnconscious,昏迷中……,昏迷中……,Unconscious...,気絶中……,기절 중……,Inconscient...,Bewusstlos...,Inconsciente...,Inconsciente...,В обмороке...,Baygın...,หมดสติ...,Pingsan...,Bất tỉnh...,Incosciente...,Nieprzytomny...,Bewusteloos...,Medvetslös...,Bevisstløs...,Bevidstløs...,Tajuton...,Непритомний...
100700,传授偷窃_对白_01,,别靠太近。我不信任何脚步声。,別靠太近。我不信任何腳步聲。,Don't come too close. I don't trust any footsteps.,近づくな。どんな足音も信じない。,너무 가까이 오지 마. 난 어떤 발소리도 믿지 않아.,Ne t'approche pas trop. Je ne fais confiance à aucun bruit de pas.,Komm nicht zu nah. Ich traue keinen Schritten.,No te acerques demasiado. No confío en ningún paso.,Não chegue muito perto. Não confio em nenhum passo.,Не подходи слишком близко. Я не доверяю никаким шагам.,Çok yaklaşma. Hiçbir ayak sesine güvenmiyorum.,อย่าเข้ามาใกล้เกินไป ฉันไม่เชื่อใจเสียงเท้าใดๆ,Jangan terlalu dekat. Aku tidak percaya langkah kaki apapun.,Đừng đến quá gần. Tôi không tin bất kỳ tiếng chân nào.,Non avvicinarti troppo. Non mi fido di nessun passo.,Nie podchodź za blisko. Nie ufam żadnym krokom.,Kom niet te dichtbij. Ik vertrouw geen voetstappen.,Kom inte för nära. Jag litar inte på några fotsteg.,Ikke kom for nær. Jeg stoler ikke på noen fottrinn.,Kom ikke for tæt på. Jeg stoler ikke på nogen fodtrin.,Älä tule liian lähelle. En luota mihinkään askeliin.,Не підходь надто близько. Я не довіряю жодним крокам.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100701,传授偷窃_对白_02,,萨尔盯着你，眼神像审视危险。,薩爾盯著你，眼神像審視危險。,Sal stares at you with eyes that assess danger.,サルは危険を見定めるような目であなたを見つめる。,살은 위험을 가늠하는 눈빛으로 당신을 바라본다.,Sal te fixe avec des yeux qui évaluent le danger.,Sal starrt dich mit Augen an die Gefahr abschätzen.,Sal te mira con ojos que evalúan el peligro.,Sal olha para você com olhos que avaliam o perigo.,Сал смотрит на тебя глазами оценивающими опасность.,Sal seni tehlikeyi değerlendiren gözlerle izliyor.,ซาลจ้องมองคุณด้วยสายตาที่ประเมินอันตราย,Sal menatapmu dengan mata yang menilai bahaya.,Sal nhìn bạn với ánh mắt đánh giá nguy hiểm.,Sal ti fissa con occhi che valutano il pericolo.,Sal patrzy na ciebie oczami oceniającymi niebezpieczeństwo.,Sal staart je aan met ogen die gevaar beoordelen.,Sal stirrar på dig med ögon som bedömer fara.,Sal stirrer på deg med øyne som vurderer fare.,Sal stirrer på dig med øjne der vurderer fare.,Sal tuijottaa sinua silmillä jotka arvioivat vaaraa.,Сал дивиться на тебе очима що оцінюють небезпеку.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100702,传授偷窃_对白_03,,萨尔的指尖掠过你腰间，又在下一瞬松开。,薩爾的指尖掠過你腰間，又在下一瞬鬆開。,Sal's fingertips brush past your waist and release in the next instant.,サルの指先が腰を掠め、次の瞬間には離れる。,살의 손끝이 허리를 스치고 다음 순간 놓아준다.,Les doigts de Sal effleurent ta taille et se relâchent l'instant suivant.,Sals Fingerspitzen streifen deine Taille und lassen im nächsten Moment los.,Los dedos de Sal rozan tu cintura y sueltan al instante siguiente.,Os dedos de Sal roçam sua cintura e soltam no instante seguinte.,Кончики пальцев Сал скользят мимо твоей талии и отпускают в следующее мгновение.,Sal'ın parmak uçları belinden geçiyor ve bir sonraki an bırakıyor.,ปลายนิ้วของซาลลูบผ่านเอวของคุณและปล่อยในทันที,Ujung jari Sal menyapu pinggangmu dan melepaskannya seketika.,Đầu ngón tay của Sal lướt qua eo bạn và buông ra ngay lập tức.,Le dita di Sal sfiorano la tua vita e si rilasciano nell'istante successivo.,Palce Sal muskają twoją talię i puszczają w następnej chwili.,Sals vingertoppen strijken langs je middel en laten los in het volgende moment.,Sals fingertoppar stryker förbi din midja och släpper i nästa ögonblick.,Sals fingertuppene stryker forbi midjen din og slipper i neste øyeblikk.,Sals fingerspidser stryger forbi din talje og slipper i næste øjeblik.,Salin sormenpäät siveltävät vyötäröäsi ja päästävät irti seuraavassa hetkessä.,Кінчики пальців Сал ковзають повз твою талію і відпускають наступної миті.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100703,传授偷窃_对白_04,,风吹起萨尔的兜帽边缘，露出她略显疲倦的眼。,風吹起薩爾的兜帽邊緣，露出她略顯疲倦的眼。,The wind lifts the edge of Sal's hood revealing her slightly weary eyes.,風がサルのフードの端を持ち上げ、少し疲れた目を露わにする。,바람이 살의 두건 가장자리를 들어올려 약간 지친 눈이 드러난다.,Le vent soulève le bord de la capuche de Sal révélant ses yeux légèrement las.,Der Wind hebt den Rand von Sals Kapuze und enthüllt ihre leicht müden Augen.,El viento levanta el borde de la capucha de Sal revelando sus ojos ligeramente cansados.,O vento levanta a borda do capuz de Sal revelando seus olhos levemente cansados.,Ветер поднимает край капюшона Сал обнажая её слегка усталые глаза.,Rüzgar Sal'ın kapüşonunun kenarını kaldırarak biraz yorgun gözlerini ortaya çıkarıyor.,ลมพัดขอบฮู้ดของซาลขึ้นเผยให้เห็นดวงตาที่เหนื่อยล้าเล็กน้อย,Angin mengangkat tepi tudung Sal memperlihatkan matanya yang sedikit lelah.,Gió nâng mép mũ của Sal lộ ra đôi mắt hơi mệt mỏi.,Il vento solleva il bordo del cappuccio di Sal rivelando i suoi occhi leggermente stanchi.,Wiatr unosi brzeg kaptura Sal odsłaniając jej nieco zmęczone oczy.,De wind tilt de rand van Sals kap op en onthult haar enigszins vermoeide ogen.,Vinden lyfter kanten av Sals huva och avslöjar hennes något trötta ögon.,Vinden løfter kanten av Sals hette og avslører hennes litt trette øyne.,Vinden løfter kanten af Sals hætte og afslører hendes lidt trætte øjne.,Tuuli nostaa Salin hupun reunaa paljastaen hänen hieman väsyneet silmänsä.,Вітер піднімає край капюшона Сал відкриваючи її трохи втомлені очі.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100704,传授偷窃_对白_05,,萨尔静了一会，像是在权衡你的价值。,薩爾靜了一會，像是在權衡你的價值。,Sal pauses for a moment as if weighing your worth.,サルは一瞬黙り込み、あなたの価値を量っているようだ。,살은 잠시 멈추며 당신의 가치를 저울질하는 것 같다.,Sal fait une pause comme si elle pesait ta valeur.,Sal hält einen Moment inne als würde sie deinen Wert abwägen.,Sal hace una pausa como si sopesara tu valor.,Sal pausa por um momento como se pesasse seu valor.,Сал замирает на мгновение словно взвешивая твою ценность.,Sal bir an duraksıyor sanki değerini tartıyor.,ซาลหยุดสักครู่เหมือนกำลังชั่งน้ำหนักคุณค่าของคุณ,Sal berhenti sejenak seolah menimbang nilaimu.,Sal dừng lại một lát như đang cân nhắc giá trị của bạn.,Sal si ferma un momento come se stesse valutando il tuo valore.,Sal zatrzymuje się na chwilę jakby ważyła twoją wartość.,Sal pauzeert even alsof ze je waarde afweegt.,Sal pausar ett ögonblick som om hon väger ditt värde.,Sal stopper et øyeblikk som om hun veier din verdi.,Sal holder pause et øjeblik som om hun vejer din værdi.,Sal pysähtyy hetkeksi ikään kuin punnitsee arvoasi.,Сал завмирає на мить ніби зважуючи твою цінність.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100705,传授偷窃_对白_06,,记住——伸手前，先怀疑所有东西。,記住——伸手前，先懷疑所有東西。,Remember—before reaching out doubt everything first.,覚えておけ——手を伸ばす前にまずすべてを疑え。,기억해—손을 뻗기 전에 모든 것을 의심해.,Souviens-toi—avant de tendre la main doute de tout d'abord.,Merke dir—bevor du zugreifst bezweifle zuerst alles.,Recuerda—antes de extender la mano duda de todo primero.,Lembre-se—antes de estender a mão duvide de tudo primeiro.,Запомни—прежде чем протянуть руку сначала усомнись во всём.,Unutma—uzanmadan önce her şeyden şüphelen.,จำไว้—ก่อนยื่นมือออกไป ให้สงสัยทุกอย่างก่อน,Ingat—sebelum mengulurkan tangan ragukan segalanya dulu.,Nhớ nhé—trước khi đưa tay ra hãy nghi ngờ mọi thứ trước.,Ricorda—prima di allungare la mano dubita di tutto prima.,Pamiętaj—zanim sięgniesz najpierw wątp we wszystko.,Onthoud—voordat je uitreikt betwijfel eerst alles.,Kom ihåg—innan du sträcker dig tvivla på allt först.,Husk—før du strekker deg ut tvil på alt først.,Husk—før du rækker ud tvivl på alt først.,Muista—ennen kuin kurkotit epäile kaikkea ensin.,Запам'ятай—перш ніж простягнути руку спочатку засумнівайся в усьому.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100706,传授偷窃_对白_07,,包括你自己。,包括你自己。,Including yourself.,自分自身も含めてだ。,너 자신도 포함해서.,Y compris toi-même.,Einschließlich dir selbst.,Incluyéndote a ti mismo.,Incluindo você mesmo.,Включая себя.,Kendini de dahil.,รวมถึงตัวคุณเองด้วย,Termasuk dirimu sendiri.,Kể cả chính bạn.,Incluso te stesso.,W tym siebie.,Inclusief jezelf.,Inklusive dig själv.,Inkludert deg selv.,Inklusiv dig selv.,Itsesi mukaan lukien.,Включаючи себе.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100707,传授偷窃_对白_08,,萨尔抬指示意你重复她的动作。,薩爾抬指示意你重複她的動作。,Sal raises a finger gesturing for you to repeat her movements.,サルは指を上げ、動きを繰り返すよう合図する。,살은 손가락을 들어 동작을 따라하라고 신호한다.,Sal lève un doigt te faisant signe de répéter ses mouvements.,Sal hebt einen Finger und deutet dir an ihre Bewegungen zu wiederholen.,Sal levanta un dedo indicándote que repitas sus movimientos.,Sal levanta um dedo sinalizando para você repetir seus movimentos.,Сал поднимает палец жестом показывая повторить её движения.,Sal bir parmak kaldırarak hareketlerini tekrarlamanı işaret ediyor.,ซาลยกนิ้วขึ้นให้สัญญาณให้คุณทำซ้ำการเคลื่อนไหวของเธอ,Sal mengangkat jari mengisyaratkan kamu untuk mengulangi gerakannya.,Sal giơ ngón tay ra hiệu cho bạn lặp lại động tác của cô.,Sal alza un dito facendoti segno di ripetere i suoi movimenti.,Sal podnosi palec gestem nakazując powtórzyć jej ruchy.,Sal steekt een vinger op en gebaart dat je haar bewegingen moet herhalen.,Sal höjer ett finger och ger dig tecken att upprepa hennes rörelser.,Sal løfter en finger og gir deg tegn til å gjenta hennes bevegelser.,Sal løfter en finger og giver dig tegn til at gentage hendes bevægelser.,Sal nostaa sormen viitaten sinua toistamaan hänen liikkeensä.,Сал піднімає палець жестом показуючи повторити її рухи.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100708,传授偷窃_对白_09,,萨尔侧过身，没有再看你。,薩爾側過身，沒有再看你。,Sal turns aside no longer looking at you.,サルは横を向き、もう君を見ていない。,살은 몸을 돌려 더 이상 당신을 보지 않는다.,Sal se détourne ne te regardant plus.,Sal dreht sich weg und schaut dich nicht mehr an.,Sal se voltea y ya no te mira.,Sal vira de lado não olhando mais para você.,Сал отворачивается больше не глядя на тебя.,Sal yana dönerek artık sana bakmıyor.,ซาลหันตัวไปไม่มองคุณอีกต่อไป,Sal berpaling tidak lagi menatapmu.,Sal quay người đi không còn nhìn bạn nữa.,Sal si volta di lato senza più guardarti.,Sal odwraca się nie patrząc już na ciebie.,Sal draait zich om en kijkt niet meer naar je.,Sal vänder sig bort och tittar inte längre på dig.,Sal vender seg bort og ser ikke lenger på deg.,Sal vender sig og ser ikke længere på dig.,Sal kääntyy sivuun eikä katso sinua enää.,Сал відвертається більше не дивлячись на тебе.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100709,传授偷窃_对白_10,,行了，你能活下去了。,行了，你能活下去了。,Alright you can survive now.,いいだろう、これで生き残れる。,됐어 이제 살아남을 수 있어.,C'est bon tu peux survivre maintenant.,Gut du kannst jetzt überleben.,Bien ahora puedes sobrevivir.,Pronto você pode sobreviver agora.,Хорошо теперь ты можешь выжить.,Tamam artık hayatta kalabilirsin.,เอาล่ะ ตอนนี้คุณอยู่รอดได้แล้ว,Baiklah kamu bisa bertahan sekarang.,Được rồi bây giờ bạn có thể sống sót.,Bene ora puoi sopravvivere.,Dobrze teraz możesz przetrwać.,Goed je kunt nu overleven.,Bra du kan överleva nu.,Greit du kan overleve nå.,Godt du kan overleve nu.,Hyvä nyt voit selviytyä.,Добре тепер ти можеш вижити.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100710,传授刀法_对白_01,,阿玛图扫了你一眼，目光如刀刃般锋利。,阿瑪圖掃了你一眼，目光如刀刃般鋒利。,Amatu glances at you with a gaze sharp as a blade.,アマトゥは刃のように鋭い視線で君を見る。,아마투는 칼날처럼 날카로운 눈빛으로 당신을 바라본다.,Amatu te jette un regard tranchant comme une lame.,Amatu wirft dir einen Blick zu scharf wie eine Klinge.,Amatu te mira con una mirada afilada como una hoja.,Amatu olha para você com um olhar afiado como uma lâmina.,Амату бросает на тебя взгляд острый как лезвие.,Amatu bıçak gibi keskin bir bakışla sana bakıyor.,อามาตุมองคุณด้วยสายตาคมเหมือนใบมีด,Amatu melirikmu dengan tatapan tajam seperti pisau.,Amatu liếc nhìn bạn với ánh mắt sắc như lưỡi dao.,Amatu ti guarda con uno sguardo affilato come una lama.,Amatu zerka na ciebie wzrokiem ostrym jak ostrze.,Amatu werpt je een blik toe scherp als een mes.,Amatu kastar en blick på dig vass som ett blad.,Amatu kaster et blikk på deg skarpt som et blad.,Amatu kaster et blik på dig skarpt som et blad.,Amatu vilkaisee sinua katseella terävänä kuin terä.,Амату кидає на тебе погляд гострий як лезо.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100711,传授刀法_对白_02,,站直了。,站直了。,Stand straight.,まっすぐ立て。,똑바로 서라.,Tiens-toi droit.,Steh gerade.,Ponte derecho.,Fique em pé.,Стой прямо.,Dik dur.,ยืนตรง,Berdiri tegak.,Đứng thẳng.,Stai dritto.,Stań prosto.,Sta rechtop.,Stå rakt.,Stå rett.,Stå ret.,Seiso suoraan.,Стій прямо.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100712,传授刀法_对白_03,,他的声音低沉有力，不容置疑。,他的聲音低沉有力，不容置疑。,His voice is deep and powerful leaving no room for doubt.,その声は低く力強く、疑いの余地がない。,그의 목소리는 낮고 힘차며 의심의 여지가 없다.,Sa voix est grave et puissante ne laissant aucune place au doute.,Seine Stimme ist tief und kraftvoll ohne Raum für Zweifel.,Su voz es profunda y poderosa sin dejar lugar a dudas.,Sua voz é profunda e poderosa não deixando espaço para dúvidas.,Его голос низкий и мощный не оставляющий места сомнениям.,Sesi derin ve güçlü şüpheye yer bırakmıyor.,เสียงของเขาทุ้มและทรงพลังไม่มีที่ว่างสำหรับความสงสัย,Suaranya dalam dan kuat tidak menyisakan ruang untuk keraguan.,Giọng anh trầm và mạnh mẽ không còn chỗ cho sự nghi ngờ.,La sua voce è profonda e potente senza lasciare spazio al dubbio.,Jego głos jest głęboki i potężny nie pozostawiając miejsca na wątpliwości.,Zijn stem is diep en krachtig zonder ruimte voor twijfel.,Hans röst är djup och kraftfull utan utrymme för tvivel.,Stemmen hans er dyp og kraftig uten rom for tvil.,Hans stemme er dyb og kraftfuld uden plads til tvivl.,Hänen äänensä on syvä ja voimakas eikä jätä tilaa epäilylle.,Його голос низький і потужний не залишаючи місця для сумнівів.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100713,传授刀法_对白_04,,阿玛图将大刀横在身前，刀身泛着冷光。,阿瑪圖將大刀橫在身前，刀身泛著冷光。,Amatu holds the blade horizontally before him cold light gleaming on its surface.,アマトゥは大刀を体の前で横に構え、刀身が冷たく光る。,아마투는 대도를 몸 앞에 가로로 들고 칼날이 차가운 빛을 반사한다.,Amatu tient la lame horizontalement devant lui une lumière froide luisant sur sa surface.,Amatu hält die Klinge horizontal vor sich kaltes Licht glänzt auf ihrer Oberfläche.,Amatu sostiene la hoja horizontalmente frente a él luz fría brillando en su superficie.,Amatu segura a lâmina horizontalmente à sua frente luz fria brilhando em sua superfície.,Амату держит клинок горизонтально перед собой холодный свет блестит на его поверхности.,Amatu bıçağı önünde yatay tutuyor yüzeyinde soğuk ışık parlıyor.,อามาตุถือใบมีดในแนวนอนต่อหน้าเขาแสงเย็นเปล่งประกายบนพื้นผิว,Amatu memegang pedang secara horizontal di depannya cahaya dingin berkilau di permukaannya.,Amatu cầm ngang lưỡi dao trước mặt ánh sáng lạnh lấp lánh trên bề mặt.,Amatu tiene la lama orizzontalmente davanti a sé luce fredda che brilla sulla sua superficie.,Amatu trzyma ostrze poziomo przed sobą zimne światło lśni na jego powierzchni.,Amatu houdt het mes horizontaal voor zich koud licht glimt op het oppervlak.,Amatu håller bladet horisontellt framför sig kallt ljus glänser på ytan.,Amatu holder bladet horisontalt foran seg kaldt lys glimter på overflaten.,Amatu holder bladet vandret foran sig koldt lys skinner på overfladen.,Amatu pitää terää vaakasuorassa edessään kylmä valo kiiltää sen pinnalla.,Амату тримає клинок горизонтально перед собою холодне світло блищить на його поверхні.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
